ticker,period,strike,dte,roll,total_return_pct,annual_return_pct,max_drawdown_pct,total_trades,csp_trades,cc_trades,win_rate,premium_collected,completed_cycles,avg_cycle_days,initial_capital,final_capital
QQQM,1Y,5% OTM,60,Roll @75% Profit,5.1,5.81,0.0,5,5,0,100.0,2464.63,0,0.0,48227.53,50688.16
QQQM,1Y,5% OTM,60,Roll @7d Before,14.77,16.93,0.0,12,12,0,100.0,7201.62,0,0.0,48227.53,55352.81
QQQM,1Y,10% OTM,30,Hold to Expiry,1.1,1.25,0.0,8,8,0,100.0,530.94,0,0.0,48227.53,48758.47
QQQM,1Y,10% OTM,30,Roll @50% Profit,1.6,1.81,0.0,11,11,0,100.0,781.33,0,0.0,48227.53,48997.62
QQQM,1Y,10% OTM,30,Roll @75% Profit,1.21,1.38,0.0,9,9,0,100.0,592.13,0,0.0,48227.53,48811.66
QQQM,1Y,10% OTM,30,Roll @7d Before,2.53,2.87,0.0,17,17,0,100.0,1236.28,0,0.0,48227.53,49446.57
QQQM,1Y,10% OTM,45,Hold to Expiry,1.59,1.81,0.0,5,5,0,100.0,766.43,0,0.0,48227.53,48993.96
QQQM,1Y,10% OTM,45,Roll @50% Profit,2.78,3.16,0.0,9,9,0,100.0,1362.16,0,0.0,48227.53,49569.61
QQQM,1Y,10% OTM,45,Roll @75% Profit,1.86,2.11,0.0,6,6,0,100.0,902.38,0,0.0,48227.53,49124.91
QQQM,1Y,10% OTM,45,Roll @7d Before,4.19,4.77,0.0,13,13,0,100.0,2032.95,0,0.0,48227.53,50248.48
QQQM,1Y,10% OTM,60,Hold to Expiry,1.45,1.65,0.0,4,4,0,100.0,698.79,0,0.0,48227.53,48926.32
QQQM,1Y,10% OTM,60,Roll @50% Profit,3.34,3.8,0.0,7,7,0,100.0,1634.26,0,0.0,48227.53,49836.95
QQQM,1Y,10% OTM,60,Roll @75% Profit,1.78,2.02,0.0,5,5,0,100.0,861.03,0,0.0,48227.53,49084.56
QQQM,1Y,10% OTM,60,Roll @7d Before,5.29,6.02,0.0,12,12,0,100.0,2561.0,0,0.0,48227.53,50777.53
QQQM,3Y,ATM,30,Hold to Expiry,15.33,5.08,-12.85,24,9,15,91.7,9793.01,4,170.0,48227.53,55620.54
QQQM,3Y,ATM,30,Roll @50% Profit,5.96,2.03,-10.16,33,33,0,69.7,22068.91,0,0.0,48227.53,51103.73
QQQM,3Y,ATM,30,Roll @75% Profit,9.21,3.1,-5.61,26,26,0,76.9,17337.46,0,0.0,48227.53,52668.05
QQQM,3Y,ATM,30,Roll @7d Before,14.9,4.94,-10.16,39,39,0,74.4,28648.28,0,0.0,48227.53,55411.37
QQQM,3Y,ATM,45,Hold to Expiry,15.63,5.17,-10.08,16,7,9,81.2,10139.03,3,382.0,48227.53,55766.55
QQQM,3Y,ATM,45,Roll @50% Profit,10.05,3.38,-9.22,23,23,0,69.6,18915.33,0,0.0,48227.53,53074.49
QQQM,3Y,ATM,45,Roll @75% Profit,-0.27,-0.09,-11.94,18,18,0,72.2,14137.66,0,0.0,48227.53,48098.33
QQQM,3Y,ATM,45,Roll @7d Before,17.12,5.64,-10.85,26,26,0,84.6,23612.07,0,0.0,48227.53,56485.34
QQQM,3Y,ATM,60,Hold to Expiry,11.85,3.96,-10.69,12,7,5,83.3,7614.41,2,212.0,48227.53,53941.94
QQQM,3Y,ATM,60,Roll @50% Profit,11.9,3.98,-8.89,18,18,0,77.8,17202.75,0,0.0,48227.53,53967.5
QQQM,3Y,ATM,60,Roll @75% Profit,13.16,4.39,-5.01,14,14,0,78.6,12835.53,0,0.0,48227.53,54576.5
QQQM,3Y,ATM,60,Roll @7d Before,28.86,9.2,-6.77,21,21,0,85.7,23395.99,0,0.0,48227.53,62148.02
QQQM,3Y,3% OTM,30,Hold to Expiry,13.18,4.39,-11.77,24,11,13,83.3,6458.79,3,309.0,48227.53,54586.32
QQQM,3Y,3% OTM,30,Roll @50% Profit,0.26,0.09,-9.54,33,33,0,78.8,12084.9,0,0.0,48227.53,48352.24
QQQM,3Y,3% OTM,30,Roll @75% Profit,5.19,1.77,-4.38,26,26,0,76.9,9649.2,0,0.0,48227.53,50732.7
QQQM,3Y,3% OTM,30,Roll @7d Before,7.01,2.38,-9.54,39,39,0,82.1,15620.56,0,0.0,48227.53,51608.32
QQQM,3Y,3% OTM,45,Hold to Expiry,14.79,4.91,-9.32,16,8,8,81.2,6935.08,4,332.0,48227.53,55362.61
QQQM,3Y,3% OTM,45,Roll @50% Profit,6.35,2.16,-7.47,23,23,0,78.3,11619.3,0,0.0,48227.53,51289.51
QQQM,3Y,3% OTM,45,Roll @75% Profit,-2.89,-1.01,-11.81,18,18,0,77.8,8578.0,0,0.0,48227.53,46833.56
QQQM,3Y,3% OTM,45,Roll @7d Before,9.6,3.23,-10.29,26,26,0,84.6,14324.37,0,0.0,48227.53,52856.98
QQQM,3Y,3% OTM,60,Hold to Expiry,9.04,3.05,-10.47,12,7,5,83.3,5659.81,2,212.0,48227.53,52587.34
QQQM,3Y,3% OTM,60,Roll @50% Profit,6.03,2.05,-8.15,18,18,0,77.8,11177.79,0,0.0,48227.53,51136.08
QQQM,3Y,3% OTM,60,Roll @75% Profit,10.21,3.43,-3.38,14,14,0,85.7,8456.83,0,0.0,48227.53,53151.65
QQQM,3Y,3% OTM,60,Roll @7d Before,19.51,6.38,-5.91,21,21,0,90.5,15201.33,0,0.0,48227.53,57637.04
QQQM,3Y,5% OTM,30,Hold to Expiry,8.8,2.97,-8.46,24,12,12,87.5,4645.38,3,309.0,48227.53,52472.91
QQQM,3Y,5% OTM,30,Roll @50% Profit,-1.79,-0.62,-8.61,33,33,0,78.8,7589.18,0,0.0,48227.53,47364.66
QQQM,3Y,5% OTM,30,Roll @75% Profit,3.2,1.1,-3.93,26,26,0,76.9,6022.85,0,0.0,48227.53,49769.95
QQQM,3Y,5% OTM,30,Roll @7d Before,2.64,0.91,-8.61,39,39,0,82.1,9797.01,0,0.0,48227.53,49501.15
QQQM,3Y,5% OTM,45,Hold to Expiry,12.47,4.16,-8.64,16,10,6,87.5,5111.81,3,352.0,48227.53,54239.34
QQQM,3Y,5% OTM,45,Roll @50% Profit,3.91,1.34,-6.21,23,23,0,82.6,8157.74,0,0.0,48227.53,50114.51
QQQM,3Y,5% OTM,45,Roll @75% Profit,-4.44,-1.57,-11.09,18,18,0,83.3,5878.66,0,0.0,48227.53,46084.73
QQQM,3Y,5% OTM,45,Roll @7d Before,4.79,1.64,-9.34,26,26,0,84.6,9762.79,0,0.0,48227.53,50538.55
QQQM,3Y,5% OTM,60,Hold to Expiry,8.34,2.82,-10.35,12,7,5,83.3,4724.51,2,212.0,48227.53,52252.04
QQQM,3Y,5% OTM,60,Roll @50% Profit,3.26,1.12,-7.58,18,18,0,77.8,8191.62,0,0.0,48227.53,49799.35
QQQM,3Y,5% OTM,60,Roll @75% Profit,8.35,2.82,-2.17,14,14,0,85.7,6124.18,0,0.0,48227.53,52255.89
QQQM,3Y,5% OTM,60,Roll @7d Before,13.5,4.49,-5.37,21,21,0,90.5,11101.05,0,0.0,48227.53,54736.1
QQQM,3Y,10% OTM,30,Hold to Expiry,16.85,5.55,-3.15,24,18,6,91.7,1427.96,2,278.0,48227.53,56355.48
QQQM,3Y,10% OTM,30,Roll @50% Profit,-3.48,-1.22,-5.53,33,33,0,87.9,1775.79,0,0.0,48227.53,46546.91
QQQM,3Y,10% OTM,30,Roll @75% Profit,0.89,0.31,-1.71,26,26,0,88.5,1498.78,0,0.0,48227.53,48656.8
QQQM,3Y,10% OTM,30,Roll @7d Before,-2.55,-0.89,-5.53,39,39,0,89.7,2230.74,0,0.0,48227.53,46995.86
QQQM,3Y,10% OTM,45,Hold to Expiry,13.0,4.33,-6.83,16,8,8,87.5,2269.79,2,367.0,48227.53,54497.32
QQQM,3Y,10% OTM,45,Roll @50% Profit,1.14,0.4,-2.49,23,23,0,82.6,2715.02,0,0.0,48227.53,48779.58
QQQM,3Y,10% OTM,45,Roll @75% Profit,-5.7,-2.02,-8.33,18,18,0,88.9,1898.15,0,0.0,48227.53,45478.29
QQQM,3Y,10% OTM,45,Roll @7d Before,-1.1,-0.38,-5.78,26,26,0,88.5,3089.9,0,0.0,48227.53,47698.55
QQQM,3Y,10% OTM,60,Hold to Expiry,16.99,5.6,-8.29,12,5,7,83.3,2595.84,2,274.0,48227.53,56423.36
QQQM,3Y,10% OTM,60,Roll @50% Profit,-1.13,-0.39,-5.68,18,18,0,88.9,3214.06,0,0.0,48227.53,47684.44
QQQM,3Y,10% OTM,60,Roll @75% Profit,4.49,1.53,0.0,14,14,0,100.0,2444.91,0,0.0,48227.53,50391.05
QQQM,3Y,10% OTM,60,Roll @7d Before,4.02,1.38,-3.66,21,21,0,90.5,4325.34,0,0.0,48227.53,50166.9
QQQM,5Y,ATM,30,Hold to Expiry,21.34,4.04,-14.14,40,11,29,92.5,13089.57,4,580.0,48227.53,58517.1
QQQM,5Y,ATM,30,Roll @50% Profit,4.95,0.99,-13.25,55,55,0,72.7,36182.37,0,0.0,48227.53,50614.46
QQQM,5Y,ATM,30,Roll @75% Profit,16.59,3.19,-8.59,43,43,0,81.4,27713.45,0,0.0,48227.53,56226.66
QQQM,5Y,ATM,30,Roll @7d Before,12.87,2.51,-13.25,61,61,0,73.8,42713.84,0,0.0,48227.53,54435.75
QQQM,5Y,ATM,45,Hold to Expiry,14.96,2.9,-16.5,27,8,19,85.2,10612.51,4,574.0,48227.53,55440.04
QQQM,5Y,ATM,45,Roll @50% Profit,16.09,3.1,-9.52,38,38,0,71.1,30424.36,0,0.0,48227.53,55986.29
QQQM,5Y,ATM,45,Roll @75% Profit,19.0,3.63,-4.94,30,30,0,80.0,23832.31,0,0.0,48227.53,57390.22
QQQM,5Y,ATM,45,Roll @7d Before,29.7,5.47,-8.46,40,40,0,77.5,35194.79,0,0.0,48227.53,62550.15
QQQM,5Y,ATM,60,Hold to Expiry,22.03,4.16,-14.82,21,7,14,100.0,11825.73,2,578.0,48227.53,58853.25
QQQM,5Y,ATM,60,Roll @50% Profit,15.12,2.93,-8.39,29,29,0,75.9,25852.77,0,0.0,48227.53,55518.84
QQQM,5Y,ATM,60,Roll @75% Profit,17.5,3.36,-8.73,23,23,0,73.9,22208.91,0,0.0,48227.53,56668.39
QQQM,5Y,ATM,60,Roll @7d Before,29.16,5.38,-9.03,31,31,0,80.6,31834.36,0,0.0,48227.53,62291.24
QQQM,5Y,3% OTM,30,Hold to Expiry,19.25,3.67,-13.67,40,16,24,92.5,10184.48,4,751.0,48227.53,57512.0
QQQM,5Y,3% OTM,30,Roll @50% Profit,-0.34,-0.07,-12.05,55,55,0,76.4,20298.38,0,0.0,48227.53,48065.57
QQQM,5Y,3% OTM,30,Roll @75% Profit,8.07,1.6,-8.82,43,43,0,83.7,15463.87,0,0.0,48227.53,52118.38
QQQM,5Y,3% OTM,30,Roll @7d Before,5.48,1.1,-12.05,61,61,0,77.0,23787.13,0,0.0,48227.53,50872.15
QQQM,5Y,3% OTM,45,Hold to Expiry,17.43,3.35,-16.19,27,7,20,92.6,8108.29,4,551.0,48227.53,56635.82
QQQM,5Y,3% OTM,45,Roll @50% Profit,10.11,1.99,-8.2,38,38,0,73.7,19066.56,0,0.0,48227.53,53103.51
QQQM,5Y,3% OTM,45,Roll @75% Profit,14.13,2.75,-4.63,30,30,0,90.0,14830.54,0,0.0,48227.53,55043.1
QQQM,5Y,3% OTM,45,Roll @7d Before,20.98,3.98,-7.43,40,40,0,85.0,21545.09,0,0.0,48227.53,58344.5
QQQM,5Y,3% OTM,60,Hold to Expiry,21.68,4.1,-8.45,21,14,7,85.7,11858.02,3,650.0,48227.53,58685.55
QQQM,5Y,3% OTM,60,Roll @50% Profit,9.27,1.83,-7.48,29,29,0,82.8,16914.02,0,0.0,48227.53,52699.22
QQQM,5Y,3% OTM,60,Roll @75% Profit,13.0,2.54,-5.92,23,23,0,82.6,14918.88,0,0.0,48227.53,54497.47
QQQM,5Y,3% OTM,60,Roll @7d Before,21.76,4.12,-7.46,31,31,0,83.9,20898.59,0,0.0,48227.53,58719.74
QQQM,5Y,5% OTM,30,Hold to Expiry,15.38,2.97,-12.54,40,17,23,97.5,7718.06,3,640.0,48227.53,55645.59
QQQM,5Y,5% OTM,30,Roll @50% Profit,-2.52,-0.52,-10.47,55,55,0,80.0,12821.0,0,0.0,48227.53,47013.32
QQQM,5Y,5% OTM,30,Roll @75% Profit,3.39,0.68,-8.04,43,43,0,86.0,9685.69,0,0.0,48227.53,49860.68
QQQM,5Y,5% OTM,30,Roll @7d Before,1.42,0.29,-10.47,61,61,0,82.0,14987.6,0,0.0,48227.53,48914.0
QQQM,5Y,5% OTM,45,Hold to Expiry,12.75,2.49,-14.89,27,10,17,92.6,6147.28,2,643.0,48227.53,54374.81
QQQM,5Y,5% OTM,45,Roll @50% Profit,6.65,1.33,-6.83,38,38,0,81.6,13343.26,0,0.0,48227.53,51433.64
QQQM,5Y,5% OTM,45,Roll @75% Profit,9.53,1.88,-4.52,30,30,0,90.0,10274.36,0,0.0,48227.53,52821.78
QQQM,5Y,5% OTM,45,Roll @7d Before,15.23,2.95,-6.26,40,40,0,87.5,15040.94,0,0.0,48227.53,55573.71
QQQM,5Y,5% OTM,60,Hold to Expiry,19.22,3.67,-8.53,21,14,7,95.2,9367.91,3,650.0,48227.53,57495.44
QQQM,5Y,5% OTM,60,Roll @50% Profit,6.63,1.32,-6.44,29,29,0,82.8,12237.34,0,0.0,48227.53,51424.29
QQQM,5Y,5% OTM,60,Roll @75% Profit,9.85,1.94,-4.29,23,23,0,87.0,11111.2,0,0.0,48227.53,52980.24
QQQM,5Y,5% OTM,60,Roll @7d Before,16.3,3.14,-5.94,31,31,0,87.1,15293.8,0,0.0,48227.53,56088.92
QQQM,5Y,10% OTM,30,Hold to Expiry,6.5,1.3,-15.7,40,22,18,95.0,2635.31,2,774.0,48227.53,51362.84
QQQM,5Y,10% OTM,30,Roll @50% Profit,-2.16,-0.45,-4.75,55,55,0,83.6,3129.06,0,0.0,48227.53,47185.43
QQQM,5Y,10% OTM,30,Roll @75% Profit,0.73,0.15,-2.81,43,43,0,90.7,2400.81,0,0.0,48227.53,48580.93
QQQM,5Y,10% OTM,30,Roll @7d Before,-1.27,-0.26,-4.75,61,61,0,85.2,3572.34,0,0.0,48227.53,47616.04
QQQM,5Y,10% OTM,45,Hold to Expiry,8.05,1.6,-6.46,27,24,3,96.3,3182.39,1,735.0,48227.53,52109.92
QQQM,5Y,10% OTM,45,Roll @50% Profit,2.08,0.42,-3.14,38,38,0,84.2,4588.95,0,0.0,48227.53,49230.56
QQQM,5Y,10% OTM,45,Roll @75% Profit,2.48,0.5,-2.81,30,30,0,90.0,3460.42,0,0.0,48227.53,49423.33
QQQM,5Y,10% OTM,45,Roll @7d Before,5.14,1.03,-3.16,40,40,0,92.5,4950.0,0,0.0,48227.53,50704.33
QQQM,5Y,10% OTM,60,Hold to Expiry,9.26,1.83,-6.5,21,19,2,95.2,3966.96,1,731.0,48227.53,52694.48
QQQM,5Y,10% OTM,60,Roll @50% Profit,1.95,0.4,-4.35,29,29,0,89.7,4748.64,0,0.0,48227.53,49167.12
QQQM,5Y,10% OTM,60,Roll @75% Profit,4.93,0.99,-2.38,23,23,0,87.0,4716.16,0,0.0,48227.53,50604.39
QQQM,5Y,10% OTM,60,Roll @7d Before,6.25,1.25,-3.12,31,31,0,90.3,5947.84,0,0.0,48227.53,51243.39
