ticker,period,strike,dte,roll,total_return_pct,annual_return_pct,max_drawdown_pct,total_trades,csp_trades,cc_trades,win_rate,premium_collected,completed_cycles,avg_cycle_days,initial_capital,final_capital
SPYM,1Y,5% OTM,45,Roll @50% Profit,5.08,5.78,-0.58,9,9,0,88.9,732.07,0,0.0,11434.88,12015.56
SPYM,1Y,5% OTM,45,Roll @75% Profit,4.46,5.08,0.0,6,6,0,100.0,517.63,0,0.0,11434.88,11945.41
SPYM,1Y,5% OTM,45,Roll @7d Before,8.92,10.19,0.0,13,13,0,100.0,1096.1,0,0.0,11434.88,12455.36
SPYM,1Y,5% OTM,60,Hold to Expiry,3.63,4.14,0.0,4,4,0,100.0,415.58,0,0.0,11434.88,11850.47
SPYM,1Y,5% OTM,60,Roll @50% Profit,6.08,6.93,0.0,7,7,0,100.0,786.75,0,0.0,11434.88,12130.49
SPYM,1Y,5% OTM,60,Roll @75% Profit,4.65,5.29,0.0,5,5,0,100.0,535.2,0,0.0,11434.88,11966.08
SPYM,1Y,5% OTM,60,Roll @7d Before,12.62,14.44,0.0,12,12,0,100.0,1482.61,0,0.0,11434.88,12877.83
SPYM,1Y,10% OTM,30,Hold to Expiry,0.46,0.52,0.0,8,8,0,100.0,52.71,0,0.0,11434.88,11487.59
SPYM,1Y,10% OTM,30,Roll @50% Profit,0.54,0.61,0.0,11,11,0,100.0,76.27,0,0.0,11434.88,11496.48
SPYM,1Y,10% OTM,30,Roll @75% Profit,0.51,0.58,0.0,9,9,0,100.0,66.87,0,0.0,11434.88,11493.75
SPYM,1Y,10% OTM,30,Roll @7d Before,1.03,1.17,0.0,17,17,0,100.0,138.92,0,0.0,11434.88,11553.14
SPYM,1Y,10% OTM,45,Hold to Expiry,0.61,0.69,0.0,5,5,0,100.0,69.3,0,0.0,11434.88,11504.18
SPYM,1Y,10% OTM,45,Roll @50% Profit,1.24,1.41,0.0,9,9,0,100.0,164.31,0,0.0,11434.88,11577.05
SPYM,1Y,10% OTM,45,Roll @75% Profit,0.86,0.98,0.0,6,6,0,100.0,103.46,0,0.0,11434.88,11533.34
SPYM,1Y,10% OTM,45,Roll @7d Before,2.08,2.36,0.0,13,13,0,100.0,250.22,0,0.0,11434.88,11672.79
SPYM,1Y,10% OTM,60,Hold to Expiry,0.96,1.09,0.0,4,4,0,100.0,109.38,0,0.0,11434.88,11544.26
SPYM,1Y,10% OTM,60,Roll @50% Profit,1.93,2.19,0.0,7,7,0,100.0,229.27,0,0.0,11434.88,11655.09
SPYM,1Y,10% OTM,60,Roll @75% Profit,1.34,1.53,0.0,5,5,0,100.0,157.59,0,0.0,11434.88,11588.47
SPYM,1Y,10% OTM,60,Roll @7d Before,3.81,4.34,0.0,12,12,0,100.0,446.79,0,0.0,11434.88,11870.67
SPYM,3Y,ATM,30,Hold to Expiry,16.12,5.32,-14.69,24,5,19,95.8,2353.47,2,564.0,12120.93,14074.4
SPYM,3Y,ATM,30,Roll @50% Profit,-3.33,-1.17,-16.07,33,33,0,66.7,6810.37,0,0.0,12120.93,11717.13
SPYM,3Y,ATM,30,Roll @75% Profit,0.61,0.21,-14.78,26,26,0,73.1,5108.43,0,0.0,12120.93,12194.88
SPYM,3Y,ATM,30,Roll @7d Before,3.61,1.24,-16.07,39,39,0,71.8,8210.81,0,0.0,12120.93,12558.97
SPYM,3Y,ATM,45,Hold to Expiry,15.28,5.06,-15.62,16,4,12,93.8,2152.54,1,725.0,12120.93,13973.47
SPYM,3Y,ATM,45,Roll @50% Profit,-5.86,-2.08,-19.1,23,23,0,69.6,5569.83,0,0.0,12120.93,11410.35
SPYM,3Y,ATM,45,Roll @75% Profit,-5.62,-1.99,-17.12,18,18,0,61.1,4231.07,0,0.0,12120.93,11439.78
SPYM,3Y,ATM,45,Roll @7d Before,8.52,2.88,-16.77,26,26,0,80.8,6605.43,0,0.0,12120.93,13153.57
SPYM,3Y,ATM,60,Hold to Expiry,12.16,4.06,-16.18,12,4,8,83.3,2074.32,2,545.0,12120.93,13595.25
SPYM,3Y,ATM,60,Roll @50% Profit,2.38,0.82,-14.19,18,18,0,72.2,5027.57,0,0.0,12120.93,12409.4
SPYM,3Y,ATM,60,Roll @75% Profit,-5.21,-1.84,-19.98,14,14,0,78.6,3683.82,0,0.0,12120.93,11489.24
SPYM,3Y,ATM,60,Roll @7d Before,13.62,4.53,-11.79,21,21,0,76.2,5862.3,0,0.0,12120.93,13771.76
SPYM,3Y,3% OTM,30,Hold to Expiry,12.6,4.2,-14.84,24,11,13,87.5,1626.75,3,412.0,12120.93,13647.68
SPYM,3Y,3% OTM,30,Roll @50% Profit,-4.22,-1.48,-11.33,33,33,0,66.7,3136.37,0,0.0,12120.93,11609.66
SPYM,3Y,3% OTM,30,Roll @75% Profit,-4.01,-1.41,-12.99,26,26,0,80.8,2241.41,0,0.0,12120.93,11634.71
SPYM,3Y,3% OTM,30,Roll @7d Before,0.71,0.24,-11.33,39,39,0,71.8,3828.89,0,0.0,12120.93,12206.51
SPYM,3Y,3% OTM,45,Hold to Expiry,12.04,4.03,-12.68,16,8,8,81.2,1659.78,3,398.0,12120.93,13580.71
SPYM,3Y,3% OTM,45,Roll @50% Profit,-8.64,-3.09,-16.76,23,23,0,69.6,2934.03,0,0.0,12120.93,11073.76
SPYM,3Y,3% OTM,45,Roll @75% Profit,-5.13,-1.81,-11.88,18,18,0,66.7,2224.87,0,0.0,12120.93,11499.69
SPYM,3Y,3% OTM,45,Roll @7d Before,3.37,1.16,-13.0,26,26,0,80.8,3474.18,0,0.0,12120.93,12529.92
SPYM,3Y,3% OTM,60,Hold to Expiry,13.09,4.36,-15.79,12,4,8,83.3,1786.49,2,545.0,12120.93,13707.43
SPYM,3Y,3% OTM,60,Roll @50% Profit,-1.03,-0.36,-12.06,18,18,0,77.8,3072.09,0,0.0,12120.93,11996.64
SPYM,3Y,3% OTM,60,Roll @75% Profit,-10.56,-3.8,-19.09,14,14,0,78.6,2135.61,0,0.0,12120.93,10840.7
SPYM,3Y,3% OTM,60,Roll @7d Before,9.69,3.26,-7.86,21,21,0,76.2,3420.74,0,0.0,12120.93,13294.85
SPYM,3Y,5% OTM,30,Hold to Expiry,14.32,4.75,-13.14,24,11,13,91.7,1035.33,3,412.0,12120.93,13856.26
SPYM,3Y,5% OTM,30,Roll @50% Profit,-2.36,-0.83,-6.8,33,33,0,72.7,1674.98,0,0.0,12120.93,11835.07
SPYM,3Y,5% OTM,30,Roll @75% Profit,-5.38,-1.9,-10.15,26,26,0,84.6,1155.9,0,0.0,12120.93,11468.25
SPYM,3Y,5% OTM,30,Roll @7d Before,0.69,0.24,-6.8,39,39,0,76.9,2067.51,0,0.0,12120.93,12203.96
SPYM,3Y,5% OTM,45,Hold to Expiry,11.8,3.95,-12.15,16,9,7,81.2,1230.51,3,382.0,12120.93,13551.44
SPYM,3Y,5% OTM,45,Roll @50% Profit,-7.87,-2.8,-13.43,23,23,0,73.9,1809.12,0,0.0,12120.93,11167.45
SPYM,3Y,5% OTM,45,Roll @75% Profit,-2.77,-0.97,-8.06,18,18,0,72.2,1322.86,0,0.0,12120.93,11785.28
SPYM,3Y,5% OTM,45,Roll @7d Before,0.11,0.04,-10.9,26,26,0,84.6,2094.32,0,0.0,12120.93,12133.89
SPYM,3Y,5% OTM,60,Hold to Expiry,14.15,4.7,-15.9,12,4,8,83.3,1415.33,2,545.0,12120.93,13836.26
SPYM,3Y,5% OTM,60,Roll @50% Profit,-2.65,-0.93,-10.28,18,18,0,77.8,2011.31,0,0.0,12120.93,11799.98
SPYM,3Y,5% OTM,60,Roll @75% Profit,-11.82,-4.27,-17.49,14,14,0,78.6,1384.03,0,0.0,12120.93,10688.47
SPYM,3Y,5% OTM,60,Roll @7d Before,7.92,2.68,-4.23,21,21,0,81.0,2322.87,0,0.0,12120.93,13080.38
SPYM,3Y,10% OTM,30,Hold to Expiry,16.16,5.34,-16.87,24,9,15,95.8,263.4,0,0.0,12120.93,14079.68
SPYM,3Y,10% OTM,30,Roll @50% Profit,0.61,0.21,-0.34,33,33,0,84.8,220.42,0,0.0,12120.93,12194.57
SPYM,3Y,10% OTM,30,Roll @75% Profit,-0.79,-0.28,-1.31,26,26,0,84.6,145.48,0,0.0,12120.93,12024.81
SPYM,3Y,10% OTM,30,Roll @7d Before,1.07,0.37,-0.34,39,39,0,87.2,283.08,0,0.0,12120.93,12251.23
SPYM,3Y,10% OTM,45,Hold to Expiry,15.74,5.21,-16.57,16,6,10,93.8,412.62,0,0.0,12120.93,14028.9
SPYM,3Y,10% OTM,45,Roll @50% Profit,-2.36,-0.83,-3.71,23,23,0,73.9,382.39,0,0.0,12120.93,11834.95
SPYM,3Y,10% OTM,45,Roll @75% Profit,0.68,0.23,-0.95,18,18,0,83.3,276.91,0,0.0,12120.93,12203.07
SPYM,3Y,10% OTM,45,Roll @7d Before,-1.96,-0.68,-4.75,26,26,0,84.6,459.06,0,0.0,12120.93,11883.39
SPYM,3Y,10% OTM,60,Hold to Expiry,16.96,5.59,-6.69,12,7,5,83.3,460.66,1,365.0,12120.93,14176.94
SPYM,3Y,10% OTM,60,Roll @50% Profit,-2.58,-0.9,-4.87,18,18,0,83.3,581.18,0,0.0,12120.93,11807.64
SPYM,3Y,10% OTM,60,Roll @75% Profit,-8.62,-3.08,-10.45,14,14,0,85.7,376.24,0,0.0,12120.93,11076.24
SPYM,3Y,10% OTM,60,Roll @7d Before,3.85,1.32,-0.59,21,21,0,90.5,647.2,0,0.0,12120.93,12587.93
SPYM,5Y,ATM,30,Hold to Expiry,25.64,4.79,-14.01,40,14,26,85.0,4407.3,6,411.0,12120.93,15228.23
SPYM,5Y,ATM,30,Roll @50% Profit,4.27,0.86,-15.41,55,55,0,63.6,10380.03,0,0.0,12120.93,12638.87
SPYM,5Y,ATM,30,Roll @75% Profit,5.27,1.06,-12.18,43,43,0,69.8,8237.37,0,0.0,12120.93,12759.76
SPYM,5Y,ATM,30,Roll @7d Before,11.42,2.24,-15.41,61,61,0,67.2,11780.08,0,0.0,12120.93,13505.3
SPYM,5Y,ATM,45,Hold to Expiry,32.32,5.91,-13.94,27,11,16,100.0,4417.49,2,867.0,12120.93,16038.43
SPYM,5Y,ATM,45,Roll @50% Profit,5.87,1.18,-15.76,38,38,0,76.3,8639.8,0,0.0,12120.93,12832.9
SPYM,5Y,ATM,45,Roll @75% Profit,4.85,0.98,-17.17,30,30,0,76.7,6761.81,0,0.0,12120.93,12708.85
SPYM,5Y,ATM,45,Roll @7d Before,23.29,4.38,-11.55,40,40,0,80.0,9747.25,0,0.0,12120.93,14943.32
SPYM,5Y,ATM,60,Hold to Expiry,26.15,4.87,-18.13,21,8,13,95.2,3873.96,2,426.0,12120.93,15290.24
SPYM,5Y,ATM,60,Roll @50% Profit,9.67,1.91,-15.47,29,29,0,79.3,7540.8,0,0.0,12120.93,13293.43
SPYM,5Y,ATM,60,Roll @75% Profit,10.35,2.04,-10.61,23,23,0,73.9,6064.07,0,0.0,12120.93,13375.28
SPYM,5Y,ATM,60,Roll @7d Before,19.07,3.64,-14.57,31,31,0,80.6,8306.92,0,0.0,12120.93,14432.81
SPYM,5Y,3% OTM,30,Hold to Expiry,29.09,5.37,-13.39,40,17,23,85.0,3126.57,6,457.0,12120.93,15647.5
SPYM,5Y,3% OTM,30,Roll @50% Profit,2.67,0.54,-9.88,55,55,0,70.9,4844.8,0,0.0,12120.93,12444.22
SPYM,5Y,3% OTM,30,Roll @75% Profit,3.47,0.7,-8.91,43,43,0,79.1,3661.88,0,0.0,12120.93,12541.73
SPYM,5Y,3% OTM,30,Roll @7d Before,7.76,1.54,-9.88,61,61,0,73.8,5537.39,0,0.0,12120.93,13061.86
SPYM,5Y,3% OTM,45,Hold to Expiry,20.77,3.94,-13.27,27,18,9,92.6,2918.01,3,904.0,12120.93,14638.95
SPYM,5Y,3% OTM,45,Roll @50% Profit,0.71,0.15,-13.15,38,38,0,76.3,4574.73,0,0.0,12120.93,12207.29
SPYM,5Y,3% OTM,45,Roll @75% Profit,0.28,0.06,-15.73,30,30,0,86.7,3583.22,0,0.0,12120.93,12155.41
SPYM,5Y,3% OTM,45,Roll @7d Before,14.0,2.72,-9.72,40,40,0,80.0,5236.1,0,0.0,12120.93,13817.46
SPYM,5Y,3% OTM,60,Hold to Expiry,22.15,4.18,-17.52,21,10,11,95.2,2589.23,1,548.0,12120.93,14805.51
SPYM,5Y,3% OTM,60,Roll @50% Profit,4.03,0.81,-13.34,29,29,0,79.3,4363.19,0,0.0,12120.93,12608.86
SPYM,5Y,3% OTM,60,Roll @75% Profit,6.46,1.29,-8.62,23,23,0,87.0,3512.25,0,0.0,12120.93,12903.38
SPYM,5Y,3% OTM,60,Roll @7d Before,10.69,2.1,-13.53,31,31,0,87.1,4811.17,0,0.0,12120.93,13416.21
SPYM,5Y,5% OTM,30,Hold to Expiry,32.12,5.87,-14.32,40,16,24,92.5,1893.74,4,562.0,12120.93,16014.67
SPYM,5Y,5% OTM,30,Roll @50% Profit,2.79,0.56,-6.0,55,55,0,78.2,2550.81,0,0.0,12120.93,12458.87
SPYM,5Y,5% OTM,30,Roll @75% Profit,3.59,0.73,-5.85,43,43,0,86.0,1995.21,0,0.0,12120.93,12556.29
SPYM,5Y,5% OTM,30,Roll @7d Before,5.89,1.18,-6.0,61,61,0,80.3,2943.55,0,0.0,12120.93,12835.39
SPYM,5Y,5% OTM,45,Hold to Expiry,15.26,2.95,-14.63,27,19,8,92.6,1949.06,2,1011.0,12120.93,13969.99
SPYM,5Y,5% OTM,45,Roll @50% Profit,-0.44,-0.09,-10.31,38,38,0,76.3,2834.42,0,0.0,12120.93,12067.02
SPYM,5Y,5% OTM,45,Roll @75% Profit,-2.83,-0.59,-13.93,30,30,0,90.0,2246.23,0,0.0,12120.93,11778.2
SPYM,5Y,5% OTM,45,Roll @7d Before,8.79,1.74,-7.48,40,40,0,82.5,3214.74,0,0.0,12120.93,13186.06
SPYM,5Y,5% OTM,60,Hold to Expiry,14.74,2.86,-11.4,21,16,5,85.7,2086.75,3,873.0,12120.93,13907.69
SPYM,5Y,5% OTM,60,Roll @50% Profit,0.83,0.17,-11.91,29,29,0,86.2,2929.65,0,0.0,12120.93,12221.25
SPYM,5Y,5% OTM,60,Roll @75% Profit,3.76,0.76,-7.33,23,23,0,87.0,2310.93,0,0.0,12120.93,12576.35
SPYM,5Y,5% OTM,60,Roll @7d Before,5.97,1.19,-11.77,31,31,0,87.1,3215.45,0,0.0,12120.93,12844.08
SPYM,5Y,10% OTM,30,Hold to Expiry,15.38,2.97,-16.87,40,25,15,97.5,368.87,0,0.0,12120.93,13985.15
SPYM,5Y,10% OTM,30,Roll @50% Profit,1.54,0.31,-0.32,55,55,0,87.3,369.72,0,0.0,12120.93,12307.41
SPYM,5Y,10% OTM,30,Roll @75% Profit,1.39,0.28,-0.45,43,43,0,93.0,266.92,0,0.0,12120.93,12289.38
SPYM,5Y,10% OTM,30,Roll @7d Before,2.01,0.41,-0.32,61,61,0,88.5,432.52,0,0.0,12120.93,12364.21
SPYM,5Y,10% OTM,45,Hold to Expiry,26.72,4.97,-6.53,27,19,8,92.6,543.49,1,919.0,12120.93,15359.77
SPYM,5Y,10% OTM,45,Roll @50% Profit,-0.42,-0.09,-3.39,38,38,0,86.8,601.45,0,0.0,12120.93,12069.57
SPYM,5Y,10% OTM,45,Roll @75% Profit,-4.48,-0.94,-6.97,30,30,0,90.0,475.43,0,0.0,12120.93,11577.58
SPYM,5Y,10% OTM,45,Roll @7d Before,1.57,0.32,-2.84,40,40,0,92.5,744.49,0,0.0,12120.93,12310.84
SPYM,5Y,10% OTM,60,Hold to Expiry,10.3,2.03,-8.01,21,19,2,95.2,648.04,1,914.0,12120.93,13368.98
SPYM,5Y,10% OTM,60,Roll @50% Profit,-2.06,-0.43,-6.23,29,29,0,86.2,826.06,0,0.0,12120.93,11870.83
SPYM,5Y,10% OTM,60,Roll @75% Profit,1.41,0.29,-2.69,23,23,0,91.3,684.08,0,0.0,12120.93,12292.07
SPYM,5Y,10% OTM,60,Roll @7d Before,-0.73,-0.15,-6.69,31,31,0,93.5,939.36,0,0.0,12120.93,12032.64
