ticker,period,strike,dte,roll,total_return_pct,annual_return_pct,max_drawdown_pct,total_trades,csp_trades,cc_trades,win_rate,premium_collected,completed_cycles,avg_cycle_days,initial_capital,final_capital
DIVIDEND,1Y,3% OTM,60,Hold to Expiry,4.29,4.89,-8.85,4,2,2,75.0,574.17,1,221.0,11044.17,11518.34
DIVIDEND,1Y,3% OTM,60,Roll @50% Profit,2.7,3.07,-2.9,7,7,0,71.4,1003.04,0,0.0,11044.17,11342.73
DIVIDEND,1Y,3% OTM,60,Roll @75% Profit,-4.93,-5.57,-10.45,5,5,0,80.0,788.4,0,0.0,11044.17,10500.17
DIVIDEND,1Y,3% OTM,60,Roll @7d Before,4.43,5.04,-10.29,12,12,0,91.7,1883.76,0,0.0,11044.17,11533.03
DIVIDEND,1Y,5% OTM,30,Hold to Expiry,6.78,7.73,-11.91,8,3,5,100.0,411.05,0,0.0,11044.17,11793.04
DIVIDEND,1Y,5% OTM,30,Roll @50% Profit,-1.88,-2.13,-5.69,11,11,0,81.8,533.84,0,0.0,11044.17,10837.05
DIVIDEND,1Y,5% OTM,30,Roll @75% Profit,-2.44,-2.77,-5.26,9,9,0,77.8,431.56,0,0.0,11044.17,10774.19
DIVIDEND,1Y,5% OTM,30,Roll @7d Before,0.33,0.37,-5.69,17,17,0,88.2,784.96,0,0.0,11044.17,11080.07
DIVIDEND,1Y,5% OTM,45,Hold to Expiry,6.4,7.29,-11.89,5,2,3,100.0,406.73,1,221.0,11044.17,11750.9
DIVIDEND,1Y,5% OTM,45,Roll @50% Profit,-2.25,-2.55,-7.51,9,9,0,88.9,674.67,0,0.0,11044.17,10795.42
DIVIDEND,1Y,5% OTM,45,Roll @75% Profit,3.39,3.86,0.0,6,6,0,100.0,431.38,0,0.0,11044.17,11418.51
DIVIDEND,1Y,5% OTM,45,Roll @7d Before,1.63,1.86,-5.9,13,13,0,92.3,919.07,0,0.0,11044.17,11224.62
DIVIDEND,1Y,5% OTM,60,Hold to Expiry,6.46,7.36,-7.62,4,2,2,75.0,413.35,1,221.0,11044.17,11757.51
DIVIDEND,1Y,5% OTM,60,Roll @50% Profit,2.41,2.74,-1.41,7,7,0,71.4,664.4,0,0.0,11044.17,11310.35
DIVIDEND,1Y,5% OTM,60,Roll @75% Profit,-5.49,-6.21,-9.21,5,5,0,80.0,526.42,0,0.0,11044.17,10438.12
DIVIDEND,1Y,5% OTM,60,Roll @7d Before,0.9,1.02,-9.11,12,12,0,91.7,1251.14,0,0.0,11044.17,11143.14
DIVIDEND,1Y,10% OTM,30,Hold to Expiry,0.51,0.58,0.0,8,8,0,100.0,56.02,0,0.0,11044.17,11100.19
DIVIDEND,1Y,10% OTM,30,Roll @50% Profit,-0.99,-1.12,-1.47,11,11,0,81.8,74.77,0,0.0,11044.17,10935.1
DIVIDEND,1Y,10% OTM,30,Roll @75% Profit,0.35,0.39,-0.05,9,9,0,88.9,58.34,0,0.0,11044.17,11082.42
DIVIDEND,1Y,10% OTM,30,Roll @7d Before,-0.77,-0.87,-1.47,17,17,0,88.2,105.03,0,0.0,11044.17,10959.36
DIVIDEND,1Y,10% OTM,45,Hold to Expiry,0.65,0.74,0.0,5,5,0,100.0,72.18,0,0.0,11044.17,11116.35
DIVIDEND,1Y,10% OTM,45,Roll @50% Profit,-2.7,-3.06,-3.86,9,9,0,88.9,149.89,0,0.0,11044.17,10745.45
DIVIDEND,1Y,10% OTM,45,Roll @75% Profit,0.81,0.92,0.0,6,6,0,100.0,94.75,0,0.0,11044.17,11133.92
DIVIDEND,1Y,10% OTM,45,Roll @7d Before,-0.64,-0.72,-2.21,13,13,0,92.3,194.61,0,0.0,11044.17,10973.83
DIVIDEND,1Y,10% OTM,60,Hold to Expiry,9.33,10.66,-4.51,4,2,2,75.0,192.97,0,0.0,11044.17,12074.96
DIVIDEND,1Y,10% OTM,60,Roll @50% Profit,1.17,1.33,0.0,7,7,0,100.0,186.64,0,0.0,11044.17,11173.16
DIVIDEND,1Y,10% OTM,60,Roll @75% Profit,-4.3,-4.86,-5.45,5,5,0,80.0,158.08,0,0.0,11044.17,10569.59
DIVIDEND,1Y,10% OTM,60,Roll @7d Before,-2.68,-3.04,-5.47,12,12,0,91.7,355.79,0,0.0,11044.17,10748.27
DIVIDEND,3Y,ATM,30,Hold to Expiry,9.6,3.23,-21.01,24,8,16,91.7,1622.66,1,526.0,11044.17,12104.66
DIVIDEND,3Y,ATM,30,Roll @50% Profit,4.29,1.47,-13.75,33,33,0,78.8,5518.98,0,0.0,11044.17,11518.36
DIVIDEND,3Y,ATM,30,Roll @75% Profit,0.19,0.07,-14.55,26,26,0,73.1,4179.28,0,0.0,11044.17,11065.07
DIVIDEND,3Y,ATM,30,Roll @7d Before,11.02,3.7,-13.75,39,39,0,82.1,6624.46,0,0.0,11044.17,12261.39
DIVIDEND,3Y,ATM,45,Hold to Expiry,13.41,4.46,-17.19,16,7,9,87.5,1980.55,2,569.0,11044.17,12524.72
DIVIDEND,3Y,ATM,45,Roll @50% Profit,6.05,2.06,-13.22,23,23,0,78.3,4361.99,0,0.0,11044.17,11712.31
DIVIDEND,3Y,ATM,45,Roll @75% Profit,1.99,0.69,-10.63,18,18,0,72.2,3617.36,0,0.0,11044.17,11263.83
DIVIDEND,3Y,ATM,45,Roll @7d Before,5.3,1.81,-16.46,26,26,0,84.6,5367.63,0,0.0,11044.17,11629.18
DIVIDEND,3Y,ATM,60,Hold to Expiry,8.79,2.97,-17.19,12,4,8,83.3,1470.88,2,606.0,11044.17,12015.05
DIVIDEND,3Y,ATM,60,Roll @50% Profit,9.32,3.14,-10.9,18,18,0,72.2,4041.82,0,0.0,11044.17,12073.23
DIVIDEND,3Y,ATM,60,Roll @75% Profit,-2.44,-0.85,-13.75,14,14,0,78.6,3017.35,0,0.0,11044.17,10774.5
DIVIDEND,3Y,ATM,60,Roll @7d Before,14.5,4.81,-13.2,21,21,0,85.7,4862.81,0,0.0,11044.17,12645.83
DIVIDEND,3Y,3% OTM,30,Hold to Expiry,7.81,2.65,-20.64,24,8,16,91.7,1062.75,2,610.0,11044.17,11906.92
DIVIDEND,3Y,3% OTM,30,Roll @50% Profit,-0.57,-0.2,-9.99,33,33,0,78.8,2637.61,0,0.0,11044.17,10981.2
DIVIDEND,3Y,3% OTM,30,Roll @75% Profit,-2.99,-1.05,-10.95,26,26,0,80.8,1939.33,0,0.0,11044.17,10713.72
DIVIDEND,3Y,3% OTM,30,Roll @7d Before,3.45,1.18,-9.99,39,39,0,82.1,3121.89,0,0.0,11044.17,11424.82
DIVIDEND,3Y,3% OTM,45,Hold to Expiry,10.79,3.62,-16.23,16,7,9,87.5,1391.93,2,569.0,11044.17,12236.1
DIVIDEND,3Y,3% OTM,45,Roll @50% Profit,-0.3,-0.1,-10.42,23,23,0,82.6,2353.57,0,0.0,11044.17,11011.44
DIVIDEND,3Y,3% OTM,45,Roll @75% Profit,-1.56,-0.54,-7.91,18,18,0,77.8,1889.18,0,0.0,11044.17,10872.29
DIVIDEND,3Y,3% OTM,45,Roll @7d Before,-2.78,-0.97,-15.8,26,26,0,84.6,2798.54,0,0.0,11044.17,10736.91
DIVIDEND,3Y,3% OTM,60,Hold to Expiry,9.99,3.36,-16.19,12,4,8,83.3,1303.52,2,606.0,11044.17,12147.69
DIVIDEND,3Y,3% OTM,60,Roll @50% Profit,4.54,1.55,-8.36,18,18,0,72.2,2424.06,0,0.0,11044.17,11545.85
DIVIDEND,3Y,3% OTM,60,Roll @75% Profit,-7.55,-2.69,-14.38,14,14,0,85.7,1755.21,0,0.0,11044.17,10209.95
DIVIDEND,3Y,3% OTM,60,Roll @7d Before,7.05,2.39,-10.84,21,21,0,85.7,2755.33,0,0.0,11044.17,11822.76
DIVIDEND,3Y,5% OTM,30,Hold to Expiry,8.23,2.78,-19.61,24,8,16,91.7,670.83,1,526.0,11044.17,11952.82
DIVIDEND,3Y,5% OTM,30,Roll @50% Profit,-2.58,-0.9,-7.39,33,33,0,81.8,1338.95,0,0.0,11044.17,10759.53
DIVIDEND,3Y,5% OTM,30,Roll @75% Profit,-5.15,-1.82,-9.31,26,26,0,88.5,1051.08,0,0.0,11044.17,10474.9
DIVIDEND,3Y,5% OTM,30,Roll @7d Before,-0.38,-0.13,-7.39,39,39,0,84.6,1590.07,0,0.0,11044.17,11002.55
DIVIDEND,3Y,5% OTM,45,Hold to Expiry,9.45,3.18,-15.39,16,7,9,87.5,943.26,2,569.0,11044.17,12087.43
DIVIDEND,3Y,5% OTM,45,Roll @50% Profit,-2.37,-0.83,-8.49,23,23,0,87.0,1473.35,0,0.0,11044.17,10782.47
DIVIDEND,3Y,5% OTM,45,Roll @75% Profit,-1.98,-0.69,-6.45,18,18,0,83.3,1210.1,0,0.0,11044.17,10825.53
DIVIDEND,3Y,5% OTM,45,Roll @7d Before,-5.93,-2.1,-13.9,26,26,0,84.6,1663.21,0,0.0,11044.17,10389.39
DIVIDEND,3Y,5% OTM,60,Hold to Expiry,11.88,3.97,-15.26,12,4,8,83.3,1011.8,2,606.0,11044.17,12355.97
DIVIDEND,3Y,5% OTM,60,Roll @50% Profit,3.11,1.07,-5.77,18,18,0,77.8,1533.75,0,0.0,11044.17,11387.85
DIVIDEND,3Y,5% OTM,60,Roll @75% Profit,-9.17,-3.28,-13.39,14,14,0,85.7,1114.74,0,0.0,11044.17,10031.31
DIVIDEND,3Y,5% OTM,60,Roll @7d Before,2.43,0.84,-9.14,21,21,0,85.7,1796.86,0,0.0,11044.17,11312.11
DIVIDEND,3Y,10% OTM,30,Hold to Expiry,4.66,1.59,-15.75,24,15,9,95.8,114.3,1,464.0,11044.17,11558.47
DIVIDEND,3Y,10% OTM,30,Roll @50% Profit,-0.62,-0.21,-1.31,33,33,0,84.8,193.16,0,0.0,11044.17,10976.16
DIVIDEND,3Y,10% OTM,30,Roll @75% Profit,-4.08,-1.44,-4.65,26,26,0,84.6,149.41,0,0.0,11044.17,10593.06
DIVIDEND,3Y,10% OTM,30,Roll @7d Before,-0.4,-0.14,-1.31,39,39,0,87.2,223.42,0,0.0,11044.17,11000.42
DIVIDEND,3Y,10% OTM,45,Hold to Expiry,4.34,1.49,-7.52,16,12,4,93.8,279.78,1,413.0,11044.17,11523.95
DIVIDEND,3Y,10% OTM,45,Roll @50% Profit,-4.84,-1.71,-5.96,23,23,0,87.0,304.18,0,0.0,11044.17,10509.91
DIVIDEND,3Y,10% OTM,45,Roll @75% Profit,-1.48,-0.52,-3.28,18,18,0,83.3,275.36,0,0.0,11044.17,10880.82
DIVIDEND,3Y,10% OTM,45,Roll @7d Before,-4.49,-1.58,-6.13,26,26,0,88.5,361.74,0,0.0,11044.17,10548.43
DIVIDEND,3Y,10% OTM,60,Hold to Expiry,12.27,4.1,-8.92,12,7,5,83.3,416.84,1,426.0,11044.17,12398.83
DIVIDEND,3Y,10% OTM,60,Roll @50% Profit,1.01,0.35,-2.25,18,18,0,88.9,465.97,0,0.0,11044.17,11155.73
DIVIDEND,3Y,10% OTM,60,Roll @75% Profit,-8.14,-2.9,-9.35,14,14,0,85.7,315.53,0,0.0,11044.17,10145.34
DIVIDEND,3Y,10% OTM,60,Roll @7d Before,-1.21,-0.42,-5.01,21,21,0,90.5,484.34,0,0.0,11044.17,10910.5
DIVIDEND,5Y,ATM,30,Hold to Expiry,26.62,4.95,-18.48,40,15,25,92.5,3639.59,6,597.0,11044.17,13983.75
DIVIDEND,5Y,ATM,30,Roll @50% Profit,3.06,0.62,-14.26,55,55,0,69.1,8240.92,0,0.0,11044.17,11381.93
DIVIDEND,5Y,ATM,30,Roll @75% Profit,5.53,1.11,-13.07,43,43,0,74.4,6475.18,0,0.0,11044.17,11654.65
DIVIDEND,5Y,ATM,30,Roll @7d Before,10.06,1.98,-14.26,61,61,0,72.1,9371.15,0,0.0,11044.17,12155.08
DIVIDEND,5Y,ATM,45,Hold to Expiry,21.42,4.06,-16.38,27,14,13,88.9,3265.39,4,686.0,11044.17,13409.56
DIVIDEND,5Y,ATM,45,Roll @50% Profit,6.07,1.21,-12.45,38,38,0,71.1,7016.36,0,0.0,11044.17,11714.25
DIVIDEND,5Y,ATM,45,Roll @75% Profit,2.49,0.5,-14.44,30,30,0,80.0,5382.71,0,0.0,11044.17,11318.93
DIVIDEND,5Y,ATM,45,Roll @7d Before,14.17,2.75,-12.18,40,40,0,75.0,7455.27,0,0.0,11044.17,12608.95
DIVIDEND,5Y,ATM,60,Hold to Expiry,25.47,4.76,-16.05,21,13,8,90.5,3512.73,3,853.0,11044.17,13856.89
DIVIDEND,5Y,ATM,60,Roll @50% Profit,6.59,1.32,-12.54,29,29,0,75.9,5967.92,0,0.0,11044.17,11772.35
DIVIDEND,5Y,ATM,60,Roll @75% Profit,1.36,0.28,-15.78,23,23,0,73.9,4398.4,0,0.0,11044.17,11194.31
DIVIDEND,5Y,ATM,60,Roll @7d Before,13.63,2.65,-15.5,31,31,0,83.9,6670.27,0,0.0,11044.17,12549.27
DIVIDEND,5Y,3% OTM,30,Hold to Expiry,20.6,3.91,-14.5,40,19,21,87.5,2137.08,4,681.0,11044.17,13319.07
DIVIDEND,5Y,3% OTM,30,Roll @50% Profit,-0.41,-0.08,-9.99,55,55,0,72.7,3877.59,0,0.0,11044.17,10998.67
DIVIDEND,5Y,3% OTM,30,Roll @75% Profit,-2.38,-0.49,-10.41,43,43,0,83.7,3057.21,0,0.0,11044.17,10780.89
DIVIDEND,5Y,3% OTM,30,Roll @7d Before,3.73,0.75,-9.99,61,61,0,75.4,4375.17,0,0.0,11044.17,11455.58
DIVIDEND,5Y,3% OTM,45,Hold to Expiry,17.12,3.29,-16.24,27,15,12,88.9,2191.0,3,869.0,11044.17,12935.16
DIVIDEND,5Y,3% OTM,45,Roll @50% Profit,-0.65,-0.13,-10.61,38,38,0,73.7,3628.19,0,0.0,11044.17,10972.02
DIVIDEND,5Y,3% OTM,45,Roll @75% Profit,-6.21,-1.31,-15.31,30,30,0,83.3,2928.45,0,0.0,11044.17,10357.82
DIVIDEND,5Y,3% OTM,45,Roll @7d Before,6.6,1.32,-8.86,40,40,0,80.0,3958.42,0,0.0,11044.17,11773.09
DIVIDEND,5Y,3% OTM,60,Hold to Expiry,18.67,3.57,-15.28,21,14,7,85.7,2261.63,3,853.0,11044.17,13105.79
DIVIDEND,5Y,3% OTM,60,Roll @50% Profit,-1.03,-0.21,-12.52,29,29,0,79.3,3469.98,0,0.0,11044.17,10929.92
DIVIDEND,5Y,3% OTM,60,Roll @75% Profit,-4.02,-0.84,-13.38,23,23,0,73.9,2501.98,0,0.0,11044.17,10600.48
DIVIDEND,5Y,3% OTM,60,Roll @7d Before,3.22,0.65,-15.11,31,31,0,87.1,3883.12,0,0.0,11044.17,11400.0
DIVIDEND,5Y,5% OTM,30,Hold to Expiry,24.55,4.6,-11.98,40,24,16,90.0,1373.18,3,805.0,11044.17,13755.18
DIVIDEND,5Y,5% OTM,30,Roll @50% Profit,0.63,0.13,-5.57,55,55,0,80.0,2084.71,0,0.0,11044.17,11113.53
DIVIDEND,5Y,5% OTM,30,Roll @75% Profit,-4.52,-0.94,-7.92,43,43,0,83.7,1608.49,0,0.0,11044.17,10544.69
DIVIDEND,5Y,5% OTM,30,Roll @7d Before,2.75,0.56,-5.57,61,61,0,82.0,2326.94,0,0.0,11044.17,11347.67
DIVIDEND,5Y,5% OTM,45,Hold to Expiry,15.98,3.08,-15.55,27,15,12,88.9,1627.49,2,735.0,11044.17,12809.49
DIVIDEND,5Y,5% OTM,45,Roll @50% Profit,-1.49,-0.31,-8.16,38,38,0,76.3,2235.05,0,0.0,11044.17,10879.09
DIVIDEND,5Y,5% OTM,45,Roll @75% Profit,-8.55,-1.81,-14.39,30,30,0,83.3,1834.14,0,0.0,11044.17,10100.24
DIVIDEND,5Y,5% OTM,45,Roll @7d Before,4.39,0.88,-6.16,40,40,0,85.0,2467.14,0,0.0,11044.17,11529.47
DIVIDEND,5Y,5% OTM,60,Hold to Expiry,16.29,3.14,-16.13,21,14,7,90.5,1699.57,3,853.0,11044.17,12843.73
DIVIDEND,5Y,5% OTM,60,Roll @50% Profit,-2.67,-0.55,-10.91,29,29,0,79.3,2389.45,0,0.0,11044.17,10749.18
DIVIDEND,5Y,5% OTM,60,Roll @75% Profit,-3.63,-0.76,-10.72,23,23,0,78.3,1659.92,0,0.0,11044.17,10642.86
DIVIDEND,5Y,5% OTM,60,Roll @7d Before,-0.75,-0.15,-13.44,31,31,0,87.1,2566.9,0,0.0,11044.17,10961.83
DIVIDEND,5Y,10% OTM,30,Hold to Expiry,26.63,4.96,-8.44,40,26,14,95.0,303.11,1,1022.0,11044.17,13985.1
DIVIDEND,5Y,10% OTM,30,Roll @50% Profit,0.62,0.13,-0.72,55,55,0,78.2,289.79,0,0.0,11044.17,11112.29
DIVIDEND,5Y,10% OTM,30,Roll @75% Profit,-0.84,-0.17,-1.94,43,43,0,88.4,237.94,0,0.0,11044.17,10951.7
DIVIDEND,5Y,10% OTM,30,Roll @7d Before,0.82,0.17,-0.72,61,61,0,80.3,318.75,0,0.0,11044.17,11135.25
DIVIDEND,5Y,10% OTM,45,Hold to Expiry,6.51,1.3,-6.17,27,23,4,96.3,418.55,1,919.0,11044.17,11762.72
DIVIDEND,5Y,10% OTM,45,Roll @50% Profit,-1.18,-0.24,-2.96,38,38,0,86.8,488.29,0,0.0,11044.17,10913.46
DIVIDEND,5Y,10% OTM,45,Roll @75% Profit,-6.35,-1.34,-7.76,30,30,0,90.0,379.65,0,0.0,11044.17,10342.71
DIVIDEND,5Y,10% OTM,45,Roll @7d Before,1.28,0.26,-2.12,40,40,0,87.5,527.0,0,0.0,11044.17,11185.02
DIVIDEND,5Y,10% OTM,60,Hold to Expiry,24.58,4.6,-13.37,21,12,9,95.2,676.34,0,0.0,11044.17,13758.33
DIVIDEND,5Y,10% OTM,60,Roll @50% Profit,-4.42,-0.92,-7.24,29,29,0,86.2,696.83,0,0.0,11044.17,10555.96
DIVIDEND,5Y,10% OTM,60,Roll @75% Profit,-1.98,-0.41,-4.32,23,23,0,82.6,429.43,0,0.0,11044.17,10825.83
DIVIDEND,5Y,10% OTM,60,Roll @7d Before,-4.08,-0.85,-7.82,31,31,0,87.1,743.8,0,0.0,11044.17,10593.12
