ticker,period,strike,dte,roll,total_return_pct,annual_return_pct,max_drawdown_pct,total_trades,csp_trades,cc_trades,win_rate,premium_collected,completed_cycles,avg_cycle_days,initial_capital,final_capital
GROWTH,1Y,3% OTM,45,Roll @75% Profit,12.32,14.1,0.0,6,6,0,100.0,2598.48,0,0.0,19729.57,22160.39
GROWTH,1Y,3% OTM,45,Roll @7d Before,28.09,32.45,0.0,13,13,0,100.0,6187.95,0,0.0,19729.57,25271.22
GROWTH,1Y,3% OTM,60,Hold to Expiry,9.88,11.29,0.0,4,4,0,100.0,1949.33,0,0.0,19729.57,21678.9
GROWTH,1Y,3% OTM,60,Roll @50% Profit,17.28,19.83,0.0,7,7,0,100.0,3595.71,0,0.0,19729.57,23138.58
GROWTH,1Y,3% OTM,60,Roll @75% Profit,13.36,15.3,0.0,5,5,0,100.0,2654.77,0,0.0,19729.57,22365.36
GROWTH,1Y,3% OTM,60,Roll @7d Before,31.83,36.84,0.0,12,12,0,100.0,6879.29,0,0.0,19729.57,26009.3
GROWTH,1Y,5% OTM,30,Hold to Expiry,10.16,11.6,-4.02,8,7,1,87.5,1803.57,1,92.0,19729.57,21733.14
GROWTH,1Y,5% OTM,30,Roll @50% Profit,9.46,10.81,-0.28,11,11,0,81.8,2312.66,0,0.0,19729.57,21596.02
GROWTH,1Y,5% OTM,30,Roll @75% Profit,3.63,4.13,-5.03,9,9,0,88.9,1983.28,0,0.0,19729.57,20445.89
GROWTH,1Y,5% OTM,30,Roll @7d Before,17.13,19.66,-0.28,17,17,0,88.2,4040.12,0,0.0,19729.57,23108.95
GROWTH,1Y,5% OTM,45,Hold to Expiry,7.17,8.18,0.0,5,5,0,100.0,1415.43,0,0.0,19729.57,21145.0
GROWTH,1Y,5% OTM,45,Roll @50% Profit,12.64,14.47,-0.58,9,9,0,88.9,2913.13,0,0.0,19729.57,22223.65
GROWTH,1Y,5% OTM,45,Roll @75% Profit,9.79,11.19,0.0,6,6,0,100.0,1985.06,0,0.0,19729.57,21661.59
GROWTH,1Y,5% OTM,45,Roll @7d Before,22.03,25.36,0.0,13,13,0,100.0,4693.03,0,0.0,19729.57,24076.09
GROWTH,1Y,5% OTM,60,Hold to Expiry,7.63,8.7,0.0,4,4,0,100.0,1504.55,0,0.0,19729.57,21234.12
GROWTH,1Y,5% OTM,60,Roll @50% Profit,13.66,15.64,0.0,7,7,0,100.0,2781.43,0,0.0,19729.57,22424.7
GROWTH,1Y,5% OTM,60,Roll @75% Profit,10.71,12.25,0.0,5,5,0,100.0,2119.66,0,0.0,19729.57,21843.51
GROWTH,1Y,5% OTM,60,Roll @7d Before,25.92,29.9,0.0,12,12,0,100.0,5395.01,0,0.0,19729.57,24842.92
GROWTH,1Y,10% OTM,30,Hold to Expiry,17.92,20.57,-9.08,8,4,4,87.5,734.81,1,185.0,19729.57,23264.38
GROWTH,1Y,10% OTM,30,Roll @50% Profit,3.31,3.76,0.0,11,11,0,100.0,717.22,0,0.0,19729.57,20381.82
GROWTH,1Y,10% OTM,30,Roll @75% Profit,1.19,1.35,-1.73,9,9,0,88.9,628.45,0,0.0,19729.57,19964.86
GROWTH,1Y,10% OTM,30,Roll @7d Before,6.41,7.31,0.0,17,17,0,100.0,1344.48,0,0.0,19729.57,20993.99
GROWTH,1Y,10% OTM,45,Hold to Expiry,2.86,3.25,0.0,5,5,0,100.0,563.68,0,0.0,19729.57,20293.25
GROWTH,1Y,10% OTM,45,Roll @50% Profit,5.81,6.62,0.0,9,9,0,100.0,1234.93,0,0.0,19729.57,20875.75
GROWTH,1Y,10% OTM,45,Roll @75% Profit,4.28,4.87,0.0,6,6,0,100.0,849.76,0,0.0,19729.57,20574.33
GROWTH,1Y,10% OTM,45,Roll @7d Before,10.07,11.51,0.0,13,13,0,100.0,2024.13,0,0.0,19729.57,21716.64
GROWTH,1Y,10% OTM,60,Hold to Expiry,3.77,4.29,0.0,4,4,0,100.0,742.91,0,0.0,19729.57,20472.48
GROWTH,1Y,10% OTM,60,Roll @50% Profit,6.72,7.66,0.0,7,7,0,100.0,1334.63,0,0.0,19729.57,21055.03
GROWTH,1Y,10% OTM,60,Roll @75% Profit,5.27,6.01,0.0,5,5,0,100.0,1044.45,0,0.0,19729.57,20770.02
GROWTH,1Y,10% OTM,60,Roll @7d Before,13.65,15.64,0.0,12,12,0,100.0,2720.93,0,0.0,19729.57,22423.2
GROWTH,3Y,ATM,30,Hold to Expiry,6.4,2.18,-38.33,24,2,22,95.8,1783.14,1,712.0,20061.9,21345.04
GROWTH,3Y,ATM,30,Roll @50% Profit,0.78,0.27,-25.75,33,33,0,60.6,14891.49,0,0.0,20061.9,20218.15
GROWTH,3Y,ATM,30,Roll @75% Profit,-3.96,-1.39,-29.48,26,26,0,65.4,11637.59,0,0.0,20061.9,19266.67
GROWTH,3Y,ATM,30,Roll @7d Before,13.2,4.4,-25.75,39,39,0,66.7,18696.27,0,0.0,20061.9,22709.6
GROWTH,3Y,ATM,45,Hold to Expiry,4.44,1.52,-37.91,16,2,14,93.8,1590.0,1,689.0,20061.9,20951.9
GROWTH,3Y,ATM,45,Roll @50% Profit,6.03,2.05,-21.84,23,23,0,65.2,12552.13,0,0.0,20061.9,21271.53
GROWTH,3Y,ATM,45,Roll @75% Profit,5.14,1.75,-22.98,18,18,0,72.2,10137.02,0,0.0,20061.9,21092.49
GROWTH,3Y,ATM,45,Roll @7d Before,13.75,4.57,-25.87,26,26,0,76.9,15348.8,0,0.0,20061.9,22819.9
GROWTH,3Y,ATM,60,Hold to Expiry,4.7,1.61,-37.4,12,1,11,91.7,1642.98,1,725.0,20061.9,21004.88
GROWTH,3Y,ATM,60,Roll @50% Profit,7.58,2.57,-21.61,18,18,0,72.2,11796.67,0,0.0,20061.9,21582.1
GROWTH,3Y,ATM,60,Roll @75% Profit,-4.92,-1.74,-32.98,14,14,0,71.4,8905.61,0,0.0,20061.9,19075.36
GROWTH,3Y,ATM,60,Roll @7d Before,15.66,5.18,-30.61,21,21,0,76.2,14409.47,0,0.0,20061.9,23203.28
GROWTH,3Y,3% OTM,30,Hold to Expiry,7.35,2.49,-36.3,24,2,22,95.8,1574.48,1,712.0,20061.9,21536.38
GROWTH,3Y,3% OTM,30,Roll @50% Profit,0.04,0.01,-19.11,33,33,0,63.6,8972.31,0,0.0,20061.9,20070.37
GROWTH,3Y,3% OTM,30,Roll @75% Profit,-6.05,-2.14,-23.58,26,26,0,69.2,7115.43,0,0.0,20061.9,18848.81
GROWTH,3Y,3% OTM,30,Roll @7d Before,9.42,3.17,-19.11,39,39,0,66.7,11450.11,0,0.0,20061.9,21950.86
GROWTH,3Y,3% OTM,45,Hold to Expiry,4.17,1.43,-36.06,16,2,14,93.8,1237.08,1,689.0,20061.9,20898.98
GROWTH,3Y,3% OTM,45,Roll @50% Profit,4.97,1.7,-16.41,23,23,0,65.2,8477.19,0,0.0,20061.9,21058.69
GROWTH,3Y,3% OTM,45,Roll @75% Profit,2.17,0.75,-18.6,18,18,0,72.2,6757.7,0,0.0,20061.9,20496.74
GROWTH,3Y,3% OTM,45,Roll @7d Before,9.58,3.23,-21.12,26,26,0,76.9,10406.05,0,0.0,20061.9,21984.31
GROWTH,3Y,3% OTM,60,Hold to Expiry,6.67,2.27,-35.5,12,1,11,91.7,1538.67,1,725.0,20061.9,21400.57
GROWTH,3Y,3% OTM,60,Roll @50% Profit,6.02,2.05,-17.4,18,18,0,72.2,8401.88,0,0.0,20061.9,21270.0
GROWTH,3Y,3% OTM,60,Roll @75% Profit,-7.05,-2.51,-28.63,14,14,0,71.4,6374.75,0,0.0,20061.9,18647.79
GROWTH,3Y,3% OTM,60,Roll @7d Before,11.38,3.81,-25.44,21,21,0,76.2,10172.53,0,0.0,20061.9,22344.1
GROWTH,3Y,5% OTM,30,Hold to Expiry,9.44,3.18,-35.04,24,2,22,95.8,1393.06,1,712.0,20061.9,21954.96
GROWTH,3Y,5% OTM,30,Roll @50% Profit,0.47,0.16,-14.54,33,33,0,69.7,6219.46,0,0.0,20061.9,20156.12
GROWTH,3Y,5% OTM,30,Roll @75% Profit,-5.65,-2.0,-19.06,26,26,0,73.1,4875.65,0,0.0,20061.9,18928.92
GROWTH,3Y,5% OTM,30,Roll @7d Before,7.37,2.5,-14.54,39,39,0,71.8,7946.92,0,0.0,20061.9,21540.3
GROWTH,3Y,5% OTM,45,Hold to Expiry,4.21,1.44,-34.93,16,2,14,93.8,1144.82,1,689.0,20061.9,20906.72
GROWTH,3Y,5% OTM,45,Roll @50% Profit,4.3,1.47,-12.48,23,23,0,73.9,6289.56,0,0.0,20061.9,20924.11
GROWTH,3Y,5% OTM,45,Roll @75% Profit,-0.05,-0.02,-15.71,18,18,0,72.2,4997.1,0,0.0,20061.9,20051.79
GROWTH,3Y,5% OTM,45,Roll @7d Before,6.54,2.22,-17.77,26,26,0,76.9,7744.32,0,0.0,20061.9,21373.92
GROWTH,3Y,5% OTM,60,Hold to Expiry,8.98,3.03,-34.37,12,1,11,91.7,1402.15,1,725.0,20061.9,21864.05
GROWTH,3Y,5% OTM,60,Roll @50% Profit,4.65,1.59,-14.99,18,18,0,77.8,6536.4,0,0.0,20061.9,20995.34
GROWTH,3Y,5% OTM,60,Roll @75% Profit,-8.51,-3.04,-25.66,14,14,0,71.4,4922.47,0,0.0,20061.9,18354.96
GROWTH,3Y,5% OTM,60,Roll @7d Before,7.42,2.51,-22.26,21,21,0,76.2,7842.57,0,0.0,20061.9,21549.8
GROWTH,3Y,10% OTM,30,Hold to Expiry,17.4,5.73,-30.93,24,1,23,95.8,1259.71,0,0.0,20061.9,23552.78
GROWTH,3Y,10% OTM,30,Roll @50% Profit,0.87,0.3,-5.06,33,33,0,81.8,1933.36,0,0.0,20061.9,20236.16
GROWTH,3Y,10% OTM,30,Roll @75% Profit,-1.23,-0.43,-6.47,26,26,0,84.6,1522.16,0,0.0,20061.9,19814.73
GROWTH,3Y,10% OTM,30,Roll @7d Before,3.75,1.28,-5.06,39,39,0,84.6,2560.62,0,0.0,20061.9,20813.43
GROWTH,3Y,10% OTM,45,Hold to Expiry,8.08,2.73,-30.52,16,2,14,93.8,1120.09,1,689.0,20061.9,21681.99
GROWTH,3Y,10% OTM,45,Roll @50% Profit,3.24,1.11,-5.08,23,23,0,82.6,2581.19,0,0.0,20061.9,20711.82
GROWTH,3Y,10% OTM,45,Roll @75% Profit,-0.79,-0.27,-7.53,18,18,0,83.3,2068.23,0,0.0,20061.9,19904.19
GROWTH,3Y,10% OTM,45,Roll @7d Before,3.27,1.12,-8.47,26,26,0,76.9,3276.6,0,0.0,20061.9,20717.63
GROWTH,3Y,10% OTM,60,Hold to Expiry,5.39,1.84,-30.07,12,2,10,91.7,1282.18,1,670.0,20061.9,21144.08
GROWTH,3Y,10% OTM,60,Roll @50% Profit,0.73,0.25,-9.54,18,18,0,83.3,3156.35,0,0.0,20061.9,20207.63
GROWTH,3Y,10% OTM,60,Roll @75% Profit,-7.76,-2.76,-16.37,14,14,0,78.6,2318.43,0,0.0,20061.9,18505.63
GROWTH,3Y,10% OTM,60,Roll @7d Before,0.94,0.33,-14.25,21,21,0,81.0,3796.82,0,0.0,20061.9,20250.72
GROWTH,5Y,ATM,30,Hold to Expiry,7.03,1.4,-40.24,40,7,33,95.0,4995.77,1,247.0,23129.49,24756.43
GROWTH,5Y,ATM,30,Roll @50% Profit,6.72,1.34,-25.7,55,55,0,67.3,24678.38,0,0.0,23129.49,24683.91
GROWTH,5Y,ATM,30,Roll @75% Profit,-4.05,-0.84,-34.24,43,43,0,72.1,19242.53,0,0.0,23129.49,22193.84
GROWTH,5Y,ATM,30,Roll @7d Before,17.18,3.3,-25.7,61,61,0,70.5,28450.27,0,0.0,23129.49,27104.16
GROWTH,5Y,ATM,45,Hold to Expiry,5.45,1.09,-41.11,27,5,22,88.9,4830.29,2,160.0,23129.49,24390.95
GROWTH,5Y,ATM,45,Roll @50% Profit,7.07,1.41,-25.18,38,38,0,65.8,20844.52,0,0.0,23129.49,24765.02
GROWTH,5Y,ATM,45,Roll @75% Profit,11.3,2.22,-19.35,30,30,0,70.0,16174.25,0,0.0,23129.49,25743.14
GROWTH,5Y,ATM,45,Roll @7d Before,24.09,4.52,-21.68,40,40,0,72.5,23655.41,0,0.0,23129.49,28701.66
GROWTH,5Y,ATM,60,Hold to Expiry,15.49,2.99,-32.5,21,5,16,90.5,5151.47,1,243.0,23129.49,26712.13
GROWTH,5Y,ATM,60,Roll @50% Profit,5.23,1.05,-23.08,29,29,0,69.0,18438.48,0,0.0,23129.49,24339.47
GROWTH,5Y,ATM,60,Roll @75% Profit,5.78,1.16,-22.55,23,23,0,69.6,14672.3,0,0.0,23129.49,24466.2
GROWTH,5Y,ATM,60,Roll @7d Before,31.21,5.72,-18.38,31,31,0,77.4,21054.69,0,0.0,23129.49,30348.16
GROWTH,5Y,3% OTM,30,Hold to Expiry,3.73,0.75,-40.25,40,9,31,95.0,3330.52,1,185.0,23129.49,23991.18
GROWTH,5Y,3% OTM,30,Roll @50% Profit,3.35,0.68,-19.49,55,55,0,72.7,15031.36,0,0.0,23129.49,23903.89
GROWTH,5Y,3% OTM,30,Roll @75% Profit,-10.63,-2.28,-30.8,43,43,0,74.4,11702.24,0,0.0,23129.49,20670.22
GROWTH,5Y,3% OTM,30,Roll @7d Before,11.81,2.31,-19.49,61,61,0,75.4,17437.41,0,0.0,23129.49,25860.55
GROWTH,5Y,3% OTM,45,Hold to Expiry,8.83,1.75,-39.37,27,5,22,92.6,3711.65,2,160.0,23129.49,25172.31
GROWTH,5Y,3% OTM,45,Roll @50% Profit,4.36,0.88,-20.32,38,38,0,76.3,14019.19,0,0.0,23129.49,24138.52
GROWTH,5Y,3% OTM,45,Roll @75% Profit,9.14,1.81,-13.97,30,30,0,86.7,10804.0,0,0.0,23129.49,25243.94
GROWTH,5Y,3% OTM,45,Roll @7d Before,19.83,3.78,-15.91,40,40,0,77.5,15972.15,0,0.0,23129.49,27715.58
GROWTH,5Y,3% OTM,60,Hold to Expiry,15.0,2.9,-32.67,21,5,16,90.5,4268.49,2,614.0,23129.49,26597.99
GROWTH,5Y,3% OTM,60,Roll @50% Profit,3.66,0.74,-17.79,29,29,0,69.0,12894.19,0,0.0,23129.49,23976.09
GROWTH,5Y,3% OTM,60,Roll @75% Profit,2.83,0.57,-17.05,23,23,0,69.6,10405.77,0,0.0,23129.49,23784.36
GROWTH,5Y,3% OTM,60,Roll @7d Before,25.15,4.7,-13.09,31,31,0,80.6,15007.61,0,0.0,23129.49,28946.08
GROWTH,5Y,5% OTM,30,Hold to Expiry,3.16,0.64,-39.61,40,9,31,95.0,2700.75,1,185.0,23129.49,23861.41
GROWTH,5Y,5% OTM,30,Roll @50% Profit,2.24,0.45,-14.81,55,55,0,72.7,10158.63,0,0.0,23129.49,23647.38
GROWTH,5Y,5% OTM,30,Roll @75% Profit,-10.92,-2.34,-25.46,43,43,0,76.7,7953.26,0,0.0,23129.49,20602.86
GROWTH,5Y,5% OTM,30,Roll @7d Before,8.8,1.74,-14.81,61,61,0,75.4,11854.51,0,0.0,23129.49,25165.4
GROWTH,5Y,5% OTM,45,Hold to Expiry,12.77,2.49,-37.61,27,5,22,92.6,3122.81,2,160.0,23129.49,26083.47
GROWTH,5Y,5% OTM,45,Roll @50% Profit,2.0,0.41,-17.4,38,38,0,76.3,10301.88,0,0.0,23129.49,23591.86
GROWTH,5Y,5% OTM,45,Roll @75% Profit,6.81,1.36,-11.85,30,30,0,86.7,8020.87,0,0.0,23129.49,24704.0
GROWTH,5Y,5% OTM,45,Roll @7d Before,15.62,3.02,-12.88,40,40,0,80.0,11869.97,0,0.0,23129.49,26741.86
GROWTH,5Y,5% OTM,60,Hold to Expiry,15.59,3.01,-32.72,21,5,16,95.2,3606.03,2,614.0,23129.49,26735.52
GROWTH,5Y,5% OTM,60,Roll @50% Profit,3.27,0.66,-14.48,29,29,0,69.0,10077.77,0,0.0,23129.49,23885.55
GROWTH,5Y,5% OTM,60,Roll @75% Profit,2.01,0.41,-12.91,23,23,0,73.9,8000.55,0,0.0,23129.49,23594.03
GROWTH,5Y,5% OTM,60,Roll @7d Before,20.88,3.96,-10.01,31,31,0,87.1,11622.22,0,0.0,23129.49,27958.17
GROWTH,5Y,10% OTM,30,Hold to Expiry,3.46,0.7,-40.09,40,9,31,95.0,1369.69,1,185.0,23129.49,23930.35
GROWTH,5Y,10% OTM,30,Roll @50% Profit,1.46,0.3,-4.65,55,55,0,81.8,3243.71,0,0.0,23129.49,23466.8
GROWTH,5Y,10% OTM,30,Roll @75% Profit,-4.83,-1.01,-10.75,43,43,0,83.7,2508.04,0,0.0,23129.49,22011.26
GROWTH,5Y,10% OTM,30,Roll @7d Before,4.03,0.81,-4.65,61,61,0,83.6,3850.4,0,0.0,23129.49,24061.11
GROWTH,5Y,10% OTM,45,Hold to Expiry,6.09,1.22,-35.94,27,7,20,92.6,1878.03,1,183.0,23129.49,24538.69
GROWTH,5Y,10% OTM,45,Roll @50% Profit,1.26,0.26,-8.51,38,38,0,78.9,4280.26,0,0.0,23129.49,23420.23
GROWTH,5Y,10% OTM,45,Roll @75% Profit,-0.33,-0.07,-7.83,30,30,0,86.7,3272.76,0,0.0,23129.49,23053.55
GROWTH,5Y,10% OTM,45,Roll @7d Before,8.28,1.64,-5.28,40,40,0,85.0,5028.46,0,0.0,23129.49,25045.07
GROWTH,5Y,10% OTM,60,Hold to Expiry,10.25,2.02,-26.16,21,8,13,90.5,2670.75,2,609.0,23129.49,25500.24
GROWTH,5Y,10% OTM,60,Roll @50% Profit,1.75,0.36,-7.25,29,29,0,79.3,4670.88,0,0.0,23129.49,23534.43
GROWTH,5Y,10% OTM,60,Roll @75% Profit,2.2,0.45,-5.71,23,23,0,82.6,3815.7,0,0.0,23129.49,23639.42
GROWTH,5Y,10% OTM,60,Roll @7d Before,11.2,2.2,-4.72,31,31,0,87.1,5616.6,0,0.0,23129.49,25720.25
